"mem_signup_month","num_days_as_member","acquisition_source","days_between_first_and_second_order","days_between_second_and_third_order","days_between_third_and_fourth_order","days_between_fourth_and_fifth_order","spicy_preference_index","sweet_preference_index","tart_preference_index","has_purchased_a_limited_edition_sku","has_spent_more_than_50_dollars"
12,340,"facebook",0,0,0,0,0.1,0.36,0.4,0,0
12,351,"unknown",0,0,0,0,0,0.22,0.2,0,0
12,336,"friends/family",0,0,0,0,0.0727,0.3272,0.1818,1,0
12,333,"podcast",247,0,0,0,0.247,0.3882,0.3235,0,1
11,366,"friends/family",28,35,29,24,0.1208,0.3375,0.2604,1,1
12,336,"friends/family",0,0,0,0,0,0.55,0.375,0,0
12,352,"youtube",91,0,0,0,0.0666,0.3666,0.2916,0,0
12,352,"unknown",163,17,0,0,0.05,0.42,0.325,1,1
12,340,"youtube",0,0,0,0,0,0.35,0.2916,0,0
1,323,"podcast",14,94,73,73,0.1317,0.4829,0.3658,0,1
12,328,"podcast",194,118,0,0,0.0769,0.423,0.25,1,1
12,355,"friends/family",91,0,0,0,0.08,0.32,0.35,0,0
12,336,"unknown",10,19,36,89,0.0296,0.3629,0.2777,1,1
11,360,"google",65,121,147,0,0.0666,0.5866,0.3166,1,1
12,337,"friends/family",0,0,0,0,0,0.7176,0.3823,0,1
12,341,"friends/family",9,0,0,0,0,0.6714,0.3928,0,0
12,340,"friends/family",0,0,0,0,0.325,0.325,0.3125,0,0
1,321,"target",0,0,0,0,0,0.4,0.375,0,0
12,327,"friends/family",0,0,0,0,0.1,0.375,0.375,0,0
12,340,"facebook",0,0,0,0,0.1,0.225,0.3125,0,0
1,320,"unknown",13,46,0,0,0.0347,0.4347,0.3913,0,1
12,348,"friends/family",0,0,0,0,0,0.6,0.3571,0,0
12,349,"unknown",0,0,0,0,0,0.425,0.375,0,0
11,359,"facebook",0,0,0,0,0,0.35,0.25,0,0
12,337,"unknown",0,0,0,0,0,0.4,0.3888,0,0
12,326,"unknown",0,0,0,0,0.0888,0.3777,0.2777,0,0
12,340,"friends/family",0,0,0,0,0.0285,0.3428,0.2857,0,0
12,349,"unknown",242,0,0,0,0,0.56,0.4,0,1
11,362,"facebook",17,0,0,0,0,0.6,0.375,0,0
12,348,"friends/family",0,0,0,0,0.1,0.65,0.25,0,0
12,355,"friends/family",17,0,0,0,0,0.6909,0.3181,0,0
12,346,"facebook",0,0,0,0,0,0.275,0.3125,1,0
12,337,"friends/family",134,0,0,0,0.1333,0.2,0.2619,1,1
11,359,"youtube",30,42,0,0,0.0933,0.3866,0.35,1,1
12,350,"podcast",304,0,0,0,0.0857,0.3619,0.3571,1,1
12,355,"unknown",0,0,0,0,0,0.6,0.375,0,0
1,321,"unknown",32,254,0,0,0,0.5578,0.3684,0,1
12,346,"unknown",40,177,0,0,0.1473,0.4315,0.2631,0,1
12,354,"youtube",0,0,0,0,0,0.1333,0.3333,0,0
1,322,"catalog/mailer",253,0,0,0,0.226,0.3304,0.3695,0,1
12,341,"friends/family",0,0,0,0,0.24,0.28,0.4,0,0
1,320,"youtube",0,0,0,0,0,0.4666,0.1666,0,0
12,327,"blog",0,0,0,0,0.1142,0.4285,0.4285,0,0
1,323,"podcast",15,5,9,0,0.08,0.376,0.34,0,1
1,322,"podcast",15,0,0,0,0.1307,0.3,0.3076,0,1
11,358,"facebook",0,0,0,0,0,0.42,0.3,0,0
12,335,"unknown",0,0,0,0,0.027,0.4432,0.4054,0,1
12,356,"friends/family",0,0,0,0,0.1428,0.3714,0.3571,0,0
12,356,"unknown",222,0,0,0,0.0857,0.3714,0.3571,1,0
12,345,"friends/family",3,36,55,62,0.0046,0.3627,0.3023,1,1
12,340,"unknown",33,63,149,0,0,0.5096,0.2903,1,1
1,322,"unknown",29,84,109,0,0,0.4482,0.3103,0,1
12,350,"podcast",0,0,0,0,0.0833,0.1833,0.3333,1,0
1,321,"podcast",17,142,0,0,0.0363,0.4272,0.2954,0,1
1,321,"youtube",253,0,0,0,0,0.6,0.3571,0,0
12,356,"unknown",0,0,6,2,0.0441,0.3911,0.3676,1,1
1,323,"unknown",34,45,32,44,0.041,0.4923,0.3717,1,1
12,341,"unknown",25,10,0,0,0.0625,0.375,0.2187,0,1
11,362,"youtube",0,0,0,0,0.15,0.3666,0.4583,0,0
1,320,"youtube",0,0,0,0,0.0222,0.2222,0.2777,0,0
1,321,"catalog/mailer",30,0,0,0,0,0.5428,0.3095,0,1
12,335,"friends/family",22,0,0,0,0.05,0.3625,0.3125,1,0
12,333,"friends/family",0,0,0,0,0,0.675,0.4375,0,0
11,361,"unknown",63,0,0,0,0,0.325,0.25,0,0
12,326,"friends/family",112,0,74,6,0.2851,0.268,0.3617,1,1
1,321,"catalog/mailer",29,25,34,39,0,0.5558,0.3308,1,1
11,359,"podcast",0,0,0,0,0.25,0.2,0.3125,0,0
12,334,"facebook",30,63,0,0,0,0.5047,0.4047,0,1
12,328,"unknown",0,0,0,0,0,0.35,0.125,0,0
1,322,"blog",0,0,0,0,0.0285,0.4571,0.3571,0,0
12,340,"friends/family",30,149,0,0,0.1333,0.3466,0.35,0,1
12,354,"friends/family",91,0,0,0,0,0.5066,0.3666,0,0
12,353,"unknown",0,4,6,8,0.0155,0.4511,0.2777,1,1
12,343,"friends/family",6,0,0,0,0,0.175,0.2812,1,0
12,326,"facebook",16,20,24,54,0.0066,0.5933,0.3666,0,1
11,358,"friends/family",59,12,36,27,0.1169,0.3584,0.3396,0,1
12,334,"friends/family",0,0,0,0,0,0.4,0.5,0,0
1,323,"unknown",13,0,0,0,0,0.4,0.3333,0,0
12,336,"unknown",25,63,0,0,0.0782,0.4086,0.2391,1,1
12,351,"friends/family",0,0,0,0,0,0.35,0.375,0,0
12,332,"friends/family",0,0,0,0,0,0,0.5,0,0
12,354,"podcast",0,0,0,0,0.1428,0.4,0.3571,0,0
11,361,"unknown",40,15,23,16,0.0354,0.629,0.3548,1,1
12,337,"target",0,0,0,0,0.1,0.275,0.3125,1,0
12,352,"unknown",31,0,0,0,0.0923,0.1846,0.3461,1,1
12,351,"unknown",11,210,0,0,0.1037,0.2666,0.3888,0,1
12,326,"unknown",0,0,0,0,0.1,0.375,0.375,0,0
12,334,"friends/family",0,0,0,0,0,0.3666,0.1666,0,0
12,343,"youtube",0,0,0,0,0,0.5333,0.3,0,0
12,337,"friends/family",0,0,0,0,0.1,0.275,0.3125,1,0
12,354,"unknown",40,9,3,37,0.0371,0.4814,0.3141,1,1
12,339,"unknown",0,0,0,0,0,0.275,0.3125,1,0
12,348,"unknown",0,34,0,0,0.0153,0.5538,0.3846,0,0
12,327,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,355,"friends/family",0,0,0,0,0.12,0.32,0.3333,1,0
12,345,"friends/family",0,0,0,0,0.0888,0.6444,0.5,0,0
12,342,"radio",0,0,0,0,0.0666,0.24,0.2333,0,1
12,326,"unknown",0,0,0,0,0,0.65,0.25,0,0
12,350,"friends/family",169,55,0,0,0.1777,0.3111,0.2777,1,1
12,337,"podcast",15,13,16,16,0.0224,0.6089,0.3483,0,1
12,350,"facebook",64,0,0,0,0,0.4428,0.3214,1,0
12,338,"youtube",0,0,0,0,0,0.275,0.3125,1,0
12,351,"friends/family",14,2,0,0,0.14,0.33,0.35,0,1
12,351,"unknown",0,0,0,0,0,0.3714,0.2142,0,0
11,358,"friends/family",0,0,0,0,0.2571,0.2571,0.3571,0,0
12,326,"unknown",0,0,0,0,0.2666,0.3333,0.3333,0,0
12,356,"unknown",70,0,0,0,0.0533,0.5466,0.2666,0,1
1,324,"unknown",0,57,18,0,0.0583,0.45,0.2291,0,1
1,322,"catalog/mailer",0,0,0,0,0,0.4545,0.3181,0,0
12,353,"friends/family",0,0,0,0,0,0.48,0.3,0,0
12,339,"friends/family",60,162,69,32,0.0068,0.4068,0.362,1,1
12,335,"unknown",153,0,0,0,0.0714,0.3285,0.2857,0,0
1,320,"friends/family",0,0,0,0,0.0222,0.1777,0.2777,1,0
12,356,"youtube",0,0,0,0,0,0.5,0.375,0,0
12,342,"podcast",222,0,0,0,0,0.328,0.3,1,1
12,328,"friends/family",10,0,0,0,0.2666,0.4,0.4166,0,0
1,320,"catalog/mailer",156,143,15,0,0.2137,0.2827,0.3103,1,1
12,329,"friends/family",20,42,0,0,0,0.2285,0.3571,1,1
12,350,"friends/family",0,0,0,0,0.1142,0.6,0.4285,0,0
11,361,"youtube",0,0,0,0,0,0.425,0.25,0,0
1,321,"catalog/mailer",40,20,31,25,0.1885,0.3714,0.4571,0,1
12,350,"friends/family",0,0,0,0,0,0.3692,0.3461,0,0
12,328,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,340,"friends/family",82,124,33,54,0.2818,0.2909,0.2045,1,1
12,354,"unknown",154,127,35,0,0,0.5545,0.2272,0,1
12,336,"unknown",0,0,0,0,0.1,0.36,0.3,0,0
1,321,"friends/family",25,19,109,14,0,0.6736,0.3684,1,1
11,359,"friends/family",0,0,0,0,0,0.12,0.2,0,0
12,334,"friends/family",0,0,0,0,0,0.525,0.25,0,0
12,326,"friends/family",0,0,0,0,0.1777,0.3111,0.3888,1,0
12,337,"unknown",0,0,0,0,0.1,0.375,0.4375,0,0
12,345,"radio",223,0,0,0,0.1111,0.4,0.1944,1,1
12,340,"unknown",0,0,0,0,0.0333,0.3666,0.5,0,0
12,348,"unknown",154,0,0,0,0.0588,0.3764,0.4117,1,1
12,328,"friends/family",0,0,0,0,0.0333,0.5,0.3333,0,0
12,331,"friends/family",2,1,3,5,0,0.4342,0.3285,0,1
12,330,"youtube",0,0,0,0,0.2,0.2222,0.1666,1,0
12,353,"podcast",0,0,0,0,0.18,0.24,0.35,0,0
12,341,"friends/family",0,0,0,0,0,0.425,0.375,0,0
12,346,"podcast",19,58,47,63,0.175,0.4,0.3541,0,1
12,349,"unknown",0,0,0,0,0,0.4333,0.25,0,0
12,343,"facebook",231,42,0,0,0.0166,0.5166,0.25,0,1
12,347,"friends/family",11,15,0,0,0.0818,0.2363,0.3409,1,1
11,361,"unknown",63,109,146,0,0.1916,0.4083,0.3333,1,1
12,351,"unknown",0,0,0,0,0,0.5666,0.4166,0,0
12,331,"unknown",25,51,0,0,0,0.5666,0.375,0,1
12,327,"unknown",0,0,0,0,0,0.35,0.125,0,0
1,320,"catalog/mailer",0,0,0,0,0,0.5666,0.3333,0,0
12,351,"youtube",219,0,0,0,0,0.6266,0.3333,0,0
11,358,"friends/family",35,106,105,88,0.1619,0.5238,0.2857,0,1
12,344,"blog",0,0,0,0,0.16,0.44,0.4,1,0
1,321,"podcast",0,0,0,0,0,0.6,0.3,0,0
12,342,"friends/family",0,0,0,0,0,0.7333,0.3333,0,0
12,328,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,350,"unknown",0,0,0,0,0,0.425,0.25,0,0
1,323,"podcast",19,0,0,0,0,0.4625,0.25,0,0
12,330,"friends/family",42,0,0,0,0,0.4266,0.2666,1,0
11,362,"friends/family",1,0,146,20,0.1395,0.2604,0.3837,0,1
12,342,"friends/family",71,33,0,0,0.0384,0.3846,0.2692,0,1
12,345,"unknown",0,0,0,0,0,0.325,0.3125,0,0
11,359,"youtube",77,38,112,0,0.1,0.41,0.325,0,1
12,334,"friends/family",0,0,0,0,0,0.7,0.4166,0,0
11,360,"google",52,102,0,0,0.2,0.2965,0.2931,1,1
11,357,"podcast",97,0,0,0,0.1818,0.2363,0.3636,1,0
11,357,"podcast",35,16,88,142,0.1857,0.3642,0.4285,0,1
12,336,"friends/family",0,0,0,0,0,0.4285,0.2857,0,0
1,320,"friends/family",0,0,0,0,0,0.46,0.3,0,0
1,324,"friends/family",0,0,0,0,0.0222,0.1555,0.2222,1,0
12,344,"radio",0,0,0,0,0,0.4,0.5,0,0
12,327,"facebook",0,0,0,0,0.0222,0.3111,0.1666,1,0
12,344,"facebook",0,0,0,0,0,0.4857,0.4285,0,0
12,348,"unknown",38,0,0,0,0,0.675,0.4375,0,0
12,356,"podcast",19,334,0,0,0.1,0.3692,0.25,1,1
12,343,"unknown",141,188,0,0,0.0095,0.5523,0.3571,0,1
12,351,"facebook",0,0,0,0,0,0.275,0.3125,0,0
11,359,"unknown",0,0,0,0,0.25,0.2,0.3125,0,0
12,336,"podcast",1,0,13,0,0.078,0.3414,0.3048,1,1
11,362,"podcast",40,25,33,30,0.0245,0.435,0.2894,0,1
12,343,"podcast",47,32,91,143,0.1567,0.3351,0.2567,1,1
11,358,"unknown",0,0,0,0,0,0.4117,0.2941,1,0
1,323,"friends/family",0,0,0,0,0.0222,0.0222,0.1666,0,0
1,321,"friends/family",191,0,0,0,0.0666,0.35,0.4166,0,0
12,338,"friends/family",0,0,0,0,0,0.28,0.4,0,0
11,357,"facebook",0,0,0,0,0,0.3714,0.4285,0,0
11,362,"mailer",74,161,0,0,0,0.6375,0.375,0,1
12,342,"friends/family",0,0,0,0,0,0.3,0.25,0,0
12,349,"friends/family",0,0,0,0,0,0.32,0.2,0,0
1,322,"unknown",0,0,0,0,0.1428,0.3428,0.2857,0,0
12,349,"facebook",74,186,0,0,0.0615,0.3384,0.3846,0,1
1,324,"unknown",0,0,0,0,0,0.6,0.3125,0,0
12,327,"friends/family",0,0,0,0,0.0285,0.1714,0.2142,1,0
1,320,"catalog/mailer",35,38,10,81,0.205,0.37,0.3375,0,1
12,346,"youtube",304,0,0,0,0,0.4,0.2,0,1
12,343,"friends/family",0,0,0,0,0,0.275,0.3125,1,0
12,349,"unknown",0,0,0,0,0,0.4857,0.3571,0,0
12,327,"podcast",12,108,0,0,0.019,0.3714,0.2142,0,1
12,340,"facebook",31,24,32,7,0.0076,0.1076,0.4615,0,1
12,331,"unknown",0,0,0,0,0,0.48,0.2,0,0
1,321,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,339,"friends/family",68,139,0,0,0.0166,0.45,0.4166,0,1
12,339,"friends/family",0,0,0,0,0.1111,0.3333,0.3333,0,0
12,339,"friends/family",0,0,0,0,0,0.4857,0.3571,0,0
12,335,"friends/family",10,15,2,6,0.0979,0.4693,0.2142,1,1
12,341,"facebook",0,0,0,0,0.0888,0.2444,0.2777,1,0
12,334,"facebook",0,0,0,0,0.1,0.55,0.375,0,0
1,320,"catalog/mailer",178,0,0,0,0.0625,0.575,0.3437,0,1
1,322,"catalog/mailer",0,0,0,0,0.3714,0.2,0.3571,0,0
12,337,"facebook",2,1,2,1,0.0177,0.4755,0.2777,1,1
12,347,"facebook",0,0,0,0,0,0.275,0.3125,1,0
1,321,"unknown",91,0,0,0,0,0.6666,0.2222,0,0
11,359,"friends/family",52,139,0,0,0.1428,0.5047,0.4047,0,1
12,340,"facebook",0,0,0,0,0.1,0.4,0.375,0,0
1,325,"unknown",17,0,0,0,0.2,0.3529,0.4117,0,0
12,349,"facebook",0,0,0,0,0,0.375,0.4375,0,0
12,326,"friends/family",23,24,0,0,0,0.7333,0.4666,0,1
12,347,"friends/family",0,0,0,0,0,0.275,0.3125,1,0
11,362,"friends/family",41,35,115,119,0.1111,0.4666,0.3194,0,1
1,320,"friends/family",0,0,0,0,0,0.7333,0.5,0,0
12,342,"blog",0,0,0,0,0.02,0.52,0.35,0,0
12,329,"unknown",29,41,0,0,0.2833,0.2666,0.375,0,1
12,335,"podcast",107,0,0,0,0.05,0.475,0.25,0,1
12,328,"facebook",123,0,0,0,0.0769,0.3384,0.2307,0,0
11,363,"facebook",0,0,0,0,0,0.4666,0.1666,0,0
12,353,"friends/family",0,0,0,0,0.125,0.2,0.3125,1,0
11,364,"unknown",0,0,0,0,0.25,0.2,0.3125,0,0
11,359,"facebook",0,0,0,0,0,0.44,0.3,0,0
12,351,"podcast",35,113,0,0,0.209,0.4727,0.3863,0,1
12,331,"friends/family",0,0,0,0,0.1,0.35,0.25,1,0
1,321,"friends/family",0,226,0,0,0.0551,0.5034,0.3448,0,1
12,347,"youtube",0,0,0,0,0,0.4,0.25,0,0
12,327,"podcast",0,0,0,0,0,0.35,0.125,0,0
11,362,"youtube",53,101,0,0,0.0823,0.2529,0.2941,0,1
12,356,"unknown",5,28,1,29,0.0586,0.2847,0.3152,1,1
12,328,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,339,"unknown",0,0,0,0,0,0.52,0.4,0,0
1,320,"friends/family",0,0,0,0,0,0.6,0.375,0,0
12,331,"podcast",0,0,0,0,0,0.5,0.25,1,0
12,329,"unknown",9,0,0,0,0.0111,0.2666,0.3333,0,1
12,351,"facebook",0,0,0,0,0.125,0.2,0.3125,1,0
12,333,"catalog/mailer",57,204,0,0,0.1481,0.3407,0.3148,1,1
12,328,"friends/family",0,0,0,0,0,0.35,0.125,0,0
12,339,"friends/family",0,30,0,0,0.1066,0.3333,0.4,0,1
11,358,"facebook",316,0,0,0,0.0571,0.6,0.3571,0,1
11,362,"unknown",41,54,16,55,0.0338,0.3694,0.2542,0,1
12,334,"podcast",16,41,26,62,0.0212,0.5617,0.3297,0,1
11,366,"unknown",42,109,101,91,0.0777,0.3944,0.3194,0,1
12,350,"youtube",0,0,0,0,0,0.2,0,0,0
12,340,"facebook",18,12,0,0,0.0514,0.4571,0.2857,0,1
1,322,"radio",0,0,0,0,0,0.5538,0.3461,0,0
1,320,"podcast",84,0,0,0,0.0888,0.3777,0.3055,1,1
12,344,"facebook",0,0,0,0,0.0842,0.4526,0.3947,0,0
12,339,"friends/family",0,0,0,0,0,0.275,0.3125,1,0
12,336,"youtube",19,0,0,0,0.2222,0.1777,0.1666,1,0
12,353,"facebook",34,0,0,0,0.0923,0.2769,0.3076,1,0
12,342,"friends/family",0,0,0,0,0,0.275,0.3125,1,0
12,350,"podcast",0,0,0,0,0,0.4375,0.4062,0,0
11,361,"friends/family",11,22,0,26,0.0367,0.4244,0.2448,1,1
12,339,"friends/family",0,0,0,0,0.0333,0.3,0.25,0,0
12,341,"friends/family",0,0,0,0,0.05,0.5,0.5,0,0
12,352,"youtube",15,271,0,0,0.09,0.45,0.325,1,1
12,330,"friends/family",0,0,0,0,0.0222,0.3111,0.2222,1,0
1,323,"friends/family",0,0,0,0,0,0.4,0.3333,0,0
12,351,"podcast",57,110,87,0,0.1153,0.3769,0.3653,1,1
1,325,"friends/family",0,0,0,0,0,0.8,0.5,0,0
11,362,"unknown",1,0,0,0,0,0.4133,0.3333,0,0
12,326,"friends/family",217,0,0,0,0,0.4181,0.3181,0,0
12,329,"friends/family",0,0,0,0,0,0.6571,0.3571,0,0
12,342,"podcast",12,23,6,0,0.1078,0.4368,0.2763,1,1
11,358,"friends/family",0,0,0,0,0,0.3333,0.5,0,0
12,341,"facebook",0,0,0,0,0.1,0.275,0.25,0,0
12,341,"friends/family",32,0,0,0,0.0142,0.5285,0.3571,0,0
12,355,"friends/family",0,0,0,0,0.125,0.25,0.375,0,0
12,356,"facebook",0,0,0,0,0.1058,0.247,0.3235,1,1
12,342,"youtube",36,91,0,0,0.2117,0.347,0.3382,0,1
12,330,"unknown",35,21,0,0,0,0.4285,0.25,0,0
11,358,"unknown",0,0,0,0,0.25,0.2,0.3125,0,0
11,364,"friends/family",0,0,0,0,0.25,0.2,0.3125,0,0
1,320,"unknown",36,0,0,0,0,0.38,0.15,0,0
12,328,"friends/family",189,0,0,0,0,0.3142,0.2857,0,0
12,348,"unknown",19,287,0,0,0,0.6421,0.421,0,1
12,342,"facebook",0,0,0,0,0.26,0.1,0.3,1,0
12,346,"radio",0,0,0,0,0.1,0.27,0.45,0,0
12,353,"facebook",33,77,0,0,0.0454,0.3727,0.2727,0,0
12,346,"blog",11,7,27,15,0.0871,0.2974,0.2948,1,1
12,342,"friends/family",0,0,0,0,0,0.5111,0.3333,0,0
12,350,"friends/family",0,0,0,0,0.1,0.525,0.375,0,0
1,322,"friends/family",213,0,0,0,0.2117,0.4117,0.3529,0,1
12,340,"facebook",0,0,0,0,0.04,0.52,0.4,1,0
12,329,"friends/family",0,0,0,0,0,0.2888,0.2222,0,0
12,344,"friends/family",0,0,0,0,0,0.4285,0.3571,0,0
12,328,"friends/family",37,0,0,0,0.26,0.54,0.35,0,0
12,346,"youtube",39,0,0,0,0,0.4933,0.3666,0,1
1,325,"unknown",32,48,33,29,0.1411,0.4274,0.2745,0,1
11,365,"unknown",0,0,0,0,0,0.25,0.25,0,0
12,343,"friends/family",0,0,0,0,0,0.725,0.4375,0,0
11,358,"friends/family",58,34,70,0,0.1388,0.35,0.3333,0,1
12,336,"radio",21,0,0,0,0.047,0.4,0.3235,1,1
12,353,"youtube",24,22,40,17,0.0906,0.328,0.3133,0,1
1,320,"catalog/mailer",18,11,33,22,0.0274,0.4627,0.3235,0,1
12,347,"youtube",0,0,34,0,0.0486,0.3567,0.3243,1,1
12,328,"unknown",0,0,0,0,0.1,0.375,0.375,0,0
12,334,"blog",0,0,0,0,0.1666,0.4333,0.3333,0,0
1,322,"unknown",26,38,54,47,0.1529,0.1117,0.2794,0,1
12,351,"youtube",8,0,0,0,0.0666,0.2133,0.2666,1,0
12,338,"podcast",31,10,46,39,0.024,0.472,0.32,1,1
12,345,"facebook",0,0,0,0,0,0.525,0.25,0,0
1,323,"unknown",200,91,0,0,0.1257,0.3542,0.2,1,1
12,327,"unknown",0,0,0,0,0,0.48,0.35,0,0
1,322,"podcast",246,0,0,0,0.0555,0.3944,0.3194,0,1
1,321,"unknown",0,0,0,0,0,0.55,0.25,0,0
12,326,"friends/family",0,0,0,0,0,0.5714,0.2857,0,0
11,363,"friends/family",63,143,0,0,0.123,0.4153,0.3846,1,0
11,366,"blog",0,0,0,0,0,0.4,0.4,0,0
12,346,"podcast",0,0,0,0,0,0.4,0.1666,0,0
12,348,"unknown",30,80,237,0,0.0947,0.5473,0.3421,0,1
1,322,"podcast",35,37,131,0,0.0634,0.3658,0.3048,0,1
1,321,"unknown",71,129,0,0,0,0.5764,0.2647,0,1
12,351,"podcast",0,0,0,0,0,0.7,0.5,0,0
11,364,"facebook",36,0,0,0,0.08,0.2,0.25,0,0
12,345,"friends/family",2,0,0,0,0,0.4666,0.2777,0,0
12,335,"unknown",0,9,0,0,0.08,0.25,0.25,1,1
1,323,"youtube",162,127,0,0,0.0526,0.5052,0.2894,0,1
12,334,"friends/family",0,0,0,0,0,0.36,0.3,0,0
12,333,"facebook",25,41,17,94,0.0562,0.325,0.3281,1,1
1,324,"youtube",0,0,0,0,0,0.44,0.2,0,0
12,345,"podcast",0,0,0,0,0,0.5818,0.409,0,0
11,361,"google",0,0,0,0,0,0.35,0.25,0,0
12,330,"unknown",1,0,0,0,0,0.3777,0.3333,1,1
12,347,"friends/family",0,0,0,0,0,0.6888,0.3333,0,0
12,341,"unknown",0,0,0,0,0.0985,0.5577,0.345,1,1
11,358,"unknown",20,30,139,0,0.1741,0.4,0.387,1,1
11,357,"youtube",0,0,0,0,0,0.4888,0.2777,0,0
12,330,"unknown",105,0,0,0,0.0615,0.4923,0.3846,0,1
12,341,"friends/family",44,47,131,0,0.1478,0.4347,0.3043,0,1
12,335,"friends/family",0,0,0,0,0,0.5333,0.4166,0,0
12,349,"podcast",0,11,0,0,0.0714,0.3071,0.375,1,1
1,321,"unknown",28,12,0,0,0,0.6222,0.2777,0,0
12,338,"friends/family",85,0,0,0,0.0909,0.2727,0.3181,1,0
12,335,"youtube",19,0,0,0,0,0.3846,0.2307,0,0
11,360,"youtube",0,0,0,0,0,0.1272,0.0909,0,0
12,354,"podcast",147,0,0,0,0.2428,0.1714,0.2857,1,1
11,359,"youtube",44,23,52,30,0.1583,0.4166,0.4375,1,1
12,349,"podcast",0,0,0,0,0.1,0.14,0.25,1,0
11,363,"friends/family",55,41,0,0,0.0545,0.2454,0.2954,0,1
1,325,"facebook",35,87,70,30,0.0074,0.5037,0.3518,0,1
1,320,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,329,"podcast",0,0,0,0,0.2,0.4,0.3333,0,0
12,345,"friends/family",12,0,0,0,0,0.5111,0.3333,0,0
12,349,"youtube",0,0,0,0,0.0888,0.5111,0.3333,0,0
12,356,"friends/family",0,0,0,0,0,0.4571,0.2857,0,0
12,332,"youtube",255,0,0,0,0.05,0.47,0.2,0,1
12,330,"friends/family",0,0,0,0,0,0.6,0.5,0,0
12,343,"facebook",0,0,0,0,0.225,0.225,0.25,0,0
12,341,"facebook",0,0,0,0,0,0.275,0.3125,1,0
12,329,"youtube",0,0,0,0,0,0.8,0.5,0,0
12,351,"friends/family",0,0,0,0,0,0.3111,0.3333,1,0
12,350,"friends/family",0,0,0,0,0.0888,0.3333,0.4444,1,0
12,328,"unknown",0,0,0,0,0,0.3777,0.2222,1,0
12,330,"youtube",22,159,42,63,0,0.56,0.25,0,1
12,352,"facebook",202,0,0,0,0,0.4153,0.2692,0,0
12,326,"youtube",32,117,0,0,0.0105,0.4105,0.2631,0,1
1,321,"unknown",26,28,223,0,0.0258,0.4645,0.4516,0,1
12,352,"unknown",0,0,0,0,0.1,0.3,0.45,0,0
1,323,"catalog/mailer",16,46,113,45,0,0.5061,0.4285,1,1
12,329,"unknown",24,0,0,0,0,0.55,0.4062,0,1
11,362,"unknown",130,62,30,63,0.1828,0.4057,0.2285,1,1
1,325,"podcast",33,18,62,31,0.0344,0.4551,0.3275,0,1
12,350,"youtube",0,0,0,0,0,0.32,0.3,0,0
12,351,"friends/family",128,0,0,0,0.1866,0.2666,0.3666,1,0
12,328,"facebook",0,0,0,0,0,0.7333,0.3333,0,0
12,329,"facebook",69,153,0,0,0.1674,0.172,0.3023,1,1
12,346,"friends/family",29,0,0,0,0.0769,0.2615,0.3461,1,0
12,338,"friends/family",0,0,0,0,0.225,0.325,0.375,0,0
11,360,"unknown",11,0,0,0,0,0,0,0,0
12,327,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,350,"facebook",0,0,0,0,0,0.22,0.35,0,0
1,321,"friends/family",0,0,0,0,0.1666,0.1666,0.25,0,0
1,322,"unknown",0,0,0,0,0.025,0.35,0.3125,0,0
12,327,"unknown",0,0,0,0,0,0.24,0.2,0,0
12,329,"friends/family",8,29,26,36,0.05,0.2894,0.3684,0,1
12,327,"facebook",0,0,0,0,0,0.55,0.375,0,0
12,327,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,350,"friends/family",61,0,0,0,0.0833,0.3333,0.25,0,0
11,366,"facebook",0,0,0,0,0.125,0.35,0.375,0,0
12,334,"facebook",9,0,0,0,0.0533,0.2933,0.2,0,0
11,360,"unknown",0,0,0,0,0.1666,0.2333,0.25,1,0
1,321,"unknown",0,0,0,0,0,0.625,0.375,0,0
11,357,"unknown",0,0,0,0,0,0.2222,0.2777,0,0
1,322,"unknown",30,91,70,24,0.0258,0.6064,0.4516,0,1
12,326,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,332,"friends/family",21,20,31,59,0.2135,0.2745,0.3559,1,1
11,357,"unknown",28,28,27,29,0.0516,0.2258,0.2741,0,1
12,338,"unknown",0,0,0,0,0.2285,0.2,0.2142,1,0
12,341,"friends/family",0,0,0,0,0.0222,0.2888,0.2777,0,0
1,325,"unknown",0,0,0,0,0,0.5,0.3125,1,0
12,353,"unknown",0,0,0,0,0,0.72,0.4,0,0
12,326,"youtube",0,0,0,0,0.0285,0.3142,0.2142,0,0
1,323,"friends/family",0,0,0,0,0.0222,0.3111,0.2222,0,0
1,321,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,339,"friends/family",9,4,16,0,0,0.4488,0.3444,1,1
11,357,"unknown",1,0,0,0,0,0.5384,0.3461,0,1
12,328,"facebook",0,0,0,0,0,0.4666,0.2777,0,0
12,353,"friends/family",0,0,0,0,0,0.35,0.25,0,0
12,326,"unknown",0,0,0,0,0.0142,0.3857,0.2857,0,0
1,321,"friends/family",0,0,0,0,0,0.5142,0.4285,0,0
12,330,"podcast",0,0,0,0,0,0,0.1,0,0
