"mem_signup_month","num_days_as_member","acquisition_source","days_between_first_and_second_order","days_between_second_and_third_order","days_between_third_and_fourth_order","days_between_fourth_and_fifth_order","spicy_preference_index","sweet_preference_index","tart_preference_index","has_purchased_a_limited_edition_sku","has_spent_more_than_50_dollars"
12,344,"unknown",0,0,0,0,0,0.3733,0.3333,1,0
12,355,"friends/family",1,0,0,0,0,0.41,0.4,0,1
1,321,"podcast",0,0,0,0,0,0.35,0.125,0,0
12,344,"unknown",0,0,0,0,0,0.3888,0.3333,1,1
12,344,"friends/family",0,0,0,0,0,0,0.5,0,0
12,341,"facebook",1,31,0,0,0.0538,0.3846,0.3557,1,1
1,322,"unknown",43,28,49,0,0,0.504,0.36,0,1
11,365,"google",20,7,0,0,0.0833,0.4,0.25,0,1
12,331,"podcast",73,0,0,0,0,0.5333,0.1666,0,0
11,357,"radio",134,47,0,0,0.109,0.4454,0.4318,0,1
12,352,"podcast",105,79,0,0,0.0842,0.5052,0.3684,0,1
12,340,"facebook",151,0,0,0,0.1066,0.3866,0.4333,0,0
11,358,"youtube",0,0,0,0,0.25,0.2,0.3125,0,0
12,340,"friends/family",150,180,0,0,0.0105,0.6,0.3421,0,1
12,340,"friends/family",0,0,0,0,0,0.5,0.3333,0,0
12,350,"friends/family",0,0,0,0,0,0.45,0.3125,0,0
11,359,"facebook",329,0,0,0,0.1636,0.409,0.2727,1,1
1,324,"youtube",34,0,0,0,0.0857,0.5047,0.3095,0,1
1,323,"unknown",60,0,0,0,0,0.28,0.2,0,0
12,347,"facebook",0,0,0,0,0,0.275,0.3125,1,0
12,335,"friends/family",0,0,0,0,0.0941,0.3647,0.2352,1,1
12,356,"podcast",39,15,13,38,0.2,0.4416,0.3402,1,1
12,349,"friends/family",9,38,0,0,0.0476,0.4095,0.2619,0,1
11,359,"unknown",16,0,0,0,0.0125,0.325,0.2187,1,0
11,362,"unknown",254,0,0,0,0.175,0.3375,0.3125,1,1
12,353,"unknown",0,0,0,0,0.125,0.2,0.3125,1,0
11,366,"blog",0,0,0,0,0.0727,0.2363,0.2727,1,0
12,354,"youtube",44,21,49,101,0.1297,0.5945,0.4324,0,1
12,343,"youtube",0,0,0,0,0,0.4222,0.3333,0,0
12,340,"unknown",0,0,0,0,0,0.54,0.3,0,0
11,358,"unknown",23,0,0,0,0,0.2105,0.3157,1,1
12,327,"podcast",56,0,0,0,0.186,0.3906,0.3604,1,1
12,326,"friends/family",15,60,0,0,0.1058,0.3941,0.3088,1,1
12,348,"unknown",0,0,0,0,0,0.2571,0.2857,0,1
12,354,"unknown",0,0,0,0,0,0.35,0.25,1,0
12,347,"facebook",0,0,0,0,0,0.275,0.3125,1,0
12,337,"friends/family",127,135,24,0,0.1846,0.5076,0.1538,0,1
12,348,"friends/family",0,0,0,0,0,0.9,0.5,0,0
12,327,"friends/family",29,39,47,0,0.145,0.25,0.3,0,1
1,321,"friends/family",215,0,0,0,0.0615,0.4461,0.3076,0,0
1,325,"friends/family",254,0,0,0,0.2285,0.4714,0.3571,0,0
12,326,"unknown",33,65,0,0,0,0.6,0.3333,0,1
11,359,"unknown",153,9,0,0,0.0111,0.3777,0.25,0,1
12,340,"friends/family",11,37,208,0,0.1714,0.3285,0.3928,0,1
12,337,"podcast",48,80,0,0,0.0782,0.4173,0.326,1,1
1,321,"unknown",14,2,7,6,0.0268,0.4865,0.3402,1,1
12,326,"friends/family",0,0,0,0,0,0.425,0.3125,1,0
12,356,"unknown",0,0,0,0,0,0.2,0.35,0,0
12,345,"unknown",157,98,0,0,0,0.7,0.3437,0,1
12,332,"friends/family",0,0,0,0,0.025,0.175,0.25,0,0
11,357,"facebook",0,0,0,0,0,0.4444,0.2777,0,0
1,321,"unknown",28,133,0,0,0.0666,0.15,0.4583,0,1
11,363,"unknown",0,0,0,0,0,0.3,0.1875,0,0
12,329,"unknown",0,0,0,0,0,0.3333,0.3333,0,0
12,330,"unknown",22,44,61,0,0.1454,0.3151,0.2575,0,1
12,350,"friends/family",178,50,0,0,0,0.4235,0.2352,0,1
11,359,"friends/family",41,52,73,0,0.0558,0.4883,0.372,1,1
12,342,"unknown",0,0,0,0,0,0.36,0.4,1,1
12,328,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,333,"podcast",0,0,0,0,0,0.35,0.125,0,0
12,339,"friends/family",0,0,0,0,0,0.25,0.25,0,0
1,321,"radio",70,35,89,109,0.073,0.4952,0.3333,0,1
11,359,"podcast",243,14,10,7,0.2642,0.3642,0.3035,0,1
12,342,"podcast",12,61,19,35,0.17,0.3327,0.313,0,1
12,354,"friends/family",86,0,0,0,0,0.2545,0.2727,0,0
12,343,"podcast",0,0,0,0,0,0.44,0.4,0,0
12,337,"friends/family",0,0,0,0,0,0.6,0.5,0,0
12,356,"friends/family",0,0,0,0,0,0.6666,0.4166,0,0
12,338,"podcast",161,0,0,0,0.2857,0.2428,0.2142,1,0
11,366,"friends/family",0,0,0,0,0,0.3777,0.2222,0,0
11,363,"unknown",92,21,25,37,0.017,0.4978,0.4255,0,1
12,349,"unknown",0,0,0,0,0.1,0.3,0.3,1,0
11,359,"friends/family",0,0,0,0,0.1,0.34,0.25,0,0
12,327,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,338,"unknown",51,0,0,0,0,0.6,0.3636,0,0
12,341,"friends/family",34,0,0,0,0.0117,0.4588,0.2647,0,1
12,351,"unknown",211,108,0,0,0.1913,0.4695,0.4565,0,1
12,327,"unknown",19,29,124,0,0.144,0.344,0.26,0,1
12,352,"friends/family",0,0,0,0,0.16,0,0.3,0,0
1,322,"podcast",33,225,60,0,0.016,0.32,0.32,1,1
11,358,"youtube",0,0,0,0,0.1111,0.3111,0.3333,0,0
12,336,"unknown",34,0,0,0,0.1857,0.2285,0.25,0,0
1,321,"facebook",0,0,0,0,0,0.24,0.2,0,0
12,343,"friends/family",0,0,0,0,0,0.275,0.3125,1,0
12,329,"podcast",91,0,0,0,0.125,0.275,0.1875,0,0
12,350,"friends/family",43,14,0,0,0.0777,0.2666,0.3333,1,1
12,340,"friends/family",0,0,0,0,0.025,0.65,0.375,0,0
12,355,"unknown",88,0,0,0,0.0421,0.3157,0.3157,0,1
12,356,"friends/family",8,11,0,0,0.037,0.3555,0.4074,0,1
12,342,"facebook",0,0,0,0,0.1111,0.4,0.3333,1,0
12,346,"friends/family",0,0,0,0,0,0.55,0.4375,0,0
12,331,"friends/family",0,0,0,0,0.1,0.35,0.25,1,0
12,356,"unknown",0,0,0,0,0,0.3,0.375,1,0
12,356,"unknown",0,0,0,0,0,0.5,0.3125,0,0
12,336,"podcast",0,0,0,0,0.1142,0.0285,0.3571,1,0
12,340,"blog",0,0,0,0,0,0.3,0.3125,0,0
11,360,"friends/family",0,0,0,0,0.1,0.4,0.375,0,0
12,348,"unknown",0,0,0,0,0,0.525,0.3125,0,1
12,342,"unknown",0,0,0,0,0.0666,0.6,0.5,0,0
1,323,"podcast",0,0,0,0,0.1428,0.2857,0.3571,0,0
12,340,"friends/family",0,0,0,0,0.18,0.2,0.2,0,0
11,360,"facebook",9,1,1,1,0.0291,0.4233,0.3211,0,1
12,327,"friends/family",12,0,0,0,0.0714,0.3571,0.25,0,0
12,328,"target",36,58,0,0,0,0.5555,0.3055,0,1
1,325,"facebook",18,33,249,0,0,0.3058,0.2058,0,1
11,360,"unknown",7,0,0,0,0.0307,0.3076,0.3846,0,1
12,356,"unknown",44,0,0,0,0.05,0.47,0.35,0,1
12,352,"friends/family",0,0,0,0,0.0888,0.2,0.3888,0,0
12,353,"unknown",3,21,38,0,0.0408,0.3836,0.3367,0,1
11,358,"unknown",0,29,0,0,0.0848,0.3515,0.2878,1,1
12,329,"facebook",0,31,40,174,0.0216,0.3648,0.2432,0,1
12,343,"podcast",15,33,153,0,0.0641,0.4603,0.349,1,1
12,331,"unknown",186,0,0,0,0,0.3272,0.409,0,0
12,352,"youtube",0,0,0,0,0,0.36,0.2,0,0
11,359,"friends/family",0,0,0,0,0,0,0.5,0,0
12,345,"podcast",37,57,63,70,0.0029,0.4238,0.3432,1,1
12,345,"podcast",35,274,0,0,0.08,0.4,0.15,0,1
12,328,"unknown",0,0,0,0,0,0.425,0.25,0,0
1,321,"unknown",0,0,0,0,0.025,0.525,0.3125,0,0
12,348,"friends/family",0,0,0,0,0,0.3428,0.2142,0,0
11,360,"friends/family",43,0,0,0,0.0869,0.313,0.3478,0,1
12,326,"youtube",0,0,0,0,0.025,0.425,0.1875,0,0
12,342,"unknown",65,0,0,0,0,0,0.4,0,1
12,338,"friends/family",6,0,0,0,0.0769,0.4923,0.1923,0,0
11,358,"friends/family",0,0,0,0,0,0.625,0.375,0,0
11,365,"unknown",0,0,0,0,0.1111,0.2666,0.2222,1,0
12,346,"google",0,0,0,0,0,0.3636,0.2727,0,0
12,356,"unknown",0,0,0,0,0,0.4571,0.2857,0,0
12,326,"friends/family",0,0,0,0,0,0.45,0.5,0,0
1,323,"friends/family",7,0,0,0,0.04,0.12,0.2,1,0
12,330,"friends/family",16,24,0,0,0,0.44,0.36,1,1
12,326,"friends/family",0,0,0,0,0.05,0.325,0.2812,1,1
11,362,"youtube",37,0,0,0,0.05,0.5,0.2812,0,0
11,359,"facebook",0,2,0,1,0.0736,0.1421,0.3157,1,1
11,359,"unknown",75,74,26,97,0,0.6,0.3035,0,1
12,345,"friends/family",0,0,0,0,0,0.275,0.3125,1,0
1,323,"google",0,0,0,0,0.1777,0.2666,0.3333,0,0
12,353,"friends/family",12,31,17,0,0.1266,0.3466,0.4,1,1
12,343,"friends/family",0,36,96,0,0.1687,0.2812,0.25,1,1
11,359,"friends/family",71,0,0,0,0,0.3333,0.3333,0,0
12,340,"friends/family",0,0,0,0,0.2,0.1777,0.2777,0,0
11,360,"unknown",0,0,0,0,0,0.8,0.375,0,0
12,348,"youtube",14,24,34,22,0.1019,0.3411,0.2843,0,1
1,325,"unknown",7,10,10,14,0.0507,0.583,0.3661,1,1
12,328,"friends/family",0,0,0,0,0.1142,0.1714,0.2142,1,0
11,362,"unknown",183,0,0,0,0,0.4941,0.2352,0,1
12,341,"friends/family",0,0,0,0,0,0.4888,0.3333,0,0
12,330,"unknown",9,10,15,170,0.1,0.4666,0.2833,1,1
12,328,"unknown",0,0,0,0,0,0.35,0.125,0,0
11,358,"friends/family",0,0,0,0,0,0.3,0.375,0,0
1,322,"catalog/mailer",139,84,0,0,0.0761,0.7142,0.3809,0,1
1,325,"unknown",0,0,0,0,0,0.6,0.4,0,0
12,347,"friends/family",60,0,0,0,0.0444,0.2666,0.3333,0,0
1,322,"friends/family",0,0,0,0,0.2,0.325,0.375,1,0
1,325,"unknown",0,0,0,0,0.1,0.375,0.375,0,0
1,323,"friends/family",0,0,0,0,0.0888,0.3111,0.2777,0,0
12,342,"friends/family",28,125,0,0,0.1187,0.35,0.3593,1,1
12,326,"unknown",158,110,29,0,0.0476,0.4666,0.3095,1,1
12,356,"podcast",146,205,0,0,0.0625,0.4187,0.2968,1,1
12,355,"podcast",22,60,30,0,0.123,0.3323,0.2615,0,1
12,351,"friends/family",1,0,0,0,0,0.2,0.375,0,0
12,336,"unknown",0,0,0,0,0.0888,0.3555,0.1666,0,0
11,359,"unknown",109,0,0,0,0.0125,0.55,0.3437,0,0
12,328,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,343,"friends/family",15,14,18,45,0.035,0.465,0.2875,0,1
11,359,"unknown",0,0,0,0,0.1111,0.3111,0.3333,0,0
12,350,"unknown",0,0,0,0,0.16,0.32,0.4,0,0
12,328,"friends/family",188,120,0,0,0.1625,0.3,0.2187,0,1
11,360,"unknown",59,43,131,47,0.2076,0.2769,0.2115,1,1
12,355,"radio",65,55,21,39,0.1578,0.4842,0.2631,1,1
12,353,"unknown",15,66,0,0,0.0842,0.4842,0.3157,0,1
12,328,"friends/family",304,15,0,0,0.2545,0.4727,0.409,0,1
12,327,"friends/family",0,0,0,0,0.1,0.5,0.3125,0,0
12,345,"podcast",339,0,0,0,0.14,0.39,0.275,0,1
12,333,"podcast",0,0,0,0,0,0.7,0.25,0,0
12,327,"youtube",0,0,0,0,0.1111,0.4,0.2777,0,0
12,352,"facebook",15,0,0,0,0.0444,0.3111,0.3611,0,0
1,324,"unknown",10,0,0,0,0.24,0.04,0.3,0,0
12,347,"friends/family",0,0,0,0,0.0888,0.5777,0.3888,0,0
12,335,"target",16,15,0,0,0.1133,0.2533,0.2333,1,1
11,361,"youtube",0,0,0,0,0,0.4153,0.2692,0,0
1,320,"friends/family",7,12,10,0,0.032,0.504,0.26,0,1
12,352,"facebook",0,0,0,0,0.1,0.275,0.375,0,0
11,357,"podcast",160,38,61,0,0.3272,0.1272,0.409,0,1
12,350,"podcast",0,0,0,0,0.0909,0.2727,0.3636,1,0
1,324,"youtube",40,0,0,0,0,0.5333,0.25,0,0
12,339,"unknown",134,36,41,0,0,0.4277,0.3194,1,1
11,364,"friends/family",1,52,0,0,0.1052,0.2947,0.2894,0,1
12,345,"unknown",83,0,0,0,0.2266,0.1466,0.3333,1,1
12,353,"podcast",111,0,0,0,0.4,0.1272,0.409,1,0
11,361,"facebook",0,0,0,0,0,0.35,0.25,0,0
12,346,"friends/family",0,0,0,0,0,0.35,0.4375,0,0
1,320,"unknown",59,0,0,0,0,0.48,0.3,1,0
12,334,"friends/family",0,0,0,0,0.1,0.35,0.3125,1,0
12,336,"friends/family",33,16,0,0,0,0.3714,0.3809,1,1
12,337,"youtube",0,0,0,0,0,0.4833,0.3333,0,0
1,322,"friends/family",0,0,0,0,0,0.4571,0.3571,0,0
12,353,"friends/family",0,0,0,0,0.1,0.125,0.25,0,0
12,326,"youtube",34,0,0,0,0,0.64,0.4,0,0
12,328,"friends/family",13,82,119,0,0.1733,0.3733,0.4666,1,1
11,358,"unknown",0,0,0,0,0.4,0,0.5,0,0
1,322,"podcast",0,0,0,0,0.0615,0.4615,0.3846,0,0
11,357,"unknown",63,0,0,0,0,0.1866,0.2666,0,0
12,340,"unknown",0,0,0,0,0.2,0.1,0.25,0,0
11,359,"youtube",0,0,0,0,0.1666,0.25,0.2916,0,0
12,327,"friends/family",139,0,0,0,0,0.66,0.35,0,0
12,335,"podcast",0,0,0,0,0.125,0.45,0.4375,0,0
12,327,"facebook",82,0,0,0,0.0944,0.2611,0.3611,1,1
12,342,"friends/family",21,0,0,0,0,0.3,0.1875,0,0
1,322,"friends/family",60,44,110,0,0.0222,0.2222,0.3333,0,1
11,364,"facebook",181,30,0,0,0.0117,0.4117,0.3235,1,1
11,359,"unknown",38,28,39,38,0.05,0.4958,0.3437,0,1
12,341,"facebook",0,0,0,0,0.0625,0.3375,0.2812,1,0
12,336,"unknown",0,0,0,0,0,0,0,1,0
12,333,"facebook",0,0,0,0,0,0.4,0.4166,0,0
12,339,"unknown",11,0,0,0,0.05,0.3,0.5,0,0
12,331,"blog",0,0,0,0,0,0.64,0.4,0,0
12,349,"friends/family",165,162,0,0,0.0588,0.4117,0.3235,1,1
1,320,"friends/family",62,0,0,0,0.1125,0.3,0.2812,0,0
12,356,"friends/family",0,0,0,0,0,0.5555,0.3888,0,0
12,351,"podcast",0,0,0,0,0.0727,0.2545,0.3181,1,0
12,327,"youtube",8,0,0,0,0.08,0.4933,0.3666,0,1
11,357,"friends/family",0,0,0,0,0,0.3,0.25,0,0
12,326,"friends/family",0,0,0,0,0,0.3777,0.2777,0,0
12,336,"unknown",0,0,0,0,0.1,0.275,0.25,1,0
12,347,"podcast",98,82,0,0,0.05,0.5125,0.3281,1,1
11,358,"unknown",0,0,0,0,0,0.4666,0.2666,0,1
12,353,"podcast",320,0,0,0,0.1,0.4444,0.3333,1,1
12,343,"facebook",0,0,0,0,0.1,0.525,0.375,0,0
11,358,"friends/family",0,0,0,0,0,0.22,0.3,0,0
12,349,"instagram",0,0,0,0,0,0.3166,0.2916,1,1
12,350,"podcast",91,92,98,0,0.0048,0.5804,0.317,1,1
12,329,"friends/family",102,0,0,0,0.0444,0.3777,0.25,1,0
12,353,"unknown",0,0,0,0,0.0533,0.4,0.3,1,0
12,348,"podcast",0,0,0,0,0,0.575,0.4375,0,0
1,324,"friends/family",243,0,0,0,0,0.7076,0.3846,0,1
11,361,"friends/family",0,0,0,0,0,0.2833,0.375,1,0
1,320,"friends/family",48,20,0,0,0.0105,0.5578,0.3684,0,1
12,337,"friends/family",0,0,0,0,0,0.4666,0.1666,0,0
11,358,"unknown",250,0,0,0,0,0.4545,0.1818,0,1
11,363,"friends/family",20,0,0,35,0.1638,0.2893,0.367,1,1
11,357,"friends/family",168,21,40,0,0.1,0.3916,0.2916,1,1
12,349,"blog",0,0,0,0,0.1111,0.2444,0.3333,1,0
12,337,"radio",0,0,0,0,0,0.2666,0.3333,0,1
12,327,"unknown",0,0,0,0,0.1,0.375,0.25,0,0
11,364,"unknown",0,0,0,0,0,0.2,0.2777,0,0
12,355,"friends/family",0,0,0,0,0,0.4,0.4,0,0
12,340,"friends/family",0,0,0,0,0.1666,0.6,0.4166,0,0
12,343,"friends/family",0,0,0,0,0,0.275,0.3125,1,0
12,342,"friends/family",11,2,23,207,0.0275,0.3793,0.3793,1,1
12,335,"friends/family",0,0,0,0,0,0.3,0.2,0,0
12,356,"friends/family",0,0,0,0,0.2571,0.2857,0.3571,1,0
1,324,"unknown",102,221,0,0,0.04,0.36,0.26,0,1
11,359,"unknown",161,0,0,0,0.1,0.3,0.125,0,0
1,325,"podcast",0,0,0,0,0,0.25,0.25,0,0
12,348,"youtube",0,0,0,0,0,0.34,0.25,0,0
12,355,"friends/family",0,0,0,0,0.125,0.475,0.3125,0,0
12,354,"unknown",0,0,0,0,0,0.2,0.1875,0,0
12,341,"friends/family",0,0,0,0,0.04,0.36,0.3,0,0
11,357,"friends/family",0,0,0,0,0,0.5,0.25,0,0
12,327,"unknown",171,127,0,0,0.1428,0.4571,0.2857,0,0
1,324,"friends/family",0,0,0,0,0,0.64,0.3,0,0
12,327,"unknown",17,0,0,0,0.0571,0.4857,0.2857,1,0
12,349,"friends/family",35,152,37,0,0,0.3652,0.3043,1,1
12,329,"youtube",0,0,0,0,0,0.6153,0.2692,0,0
11,363,"radio",0,0,0,0,0.1866,0.2933,0.4,1,0
12,330,"facebook",18,0,28,20,0.0862,0.4784,0.3333,1,1
12,352,"podcast",133,0,0,0,0.225,0.45,0.2812,1,0
1,321,"friends/family",0,0,0,0,0.1333,0.4333,0.5,0,0
12,327,"podcast",32,26,23,30,0.1523,0.2666,0.2619,1,1
12,330,"facebook",0,0,0,0,0.0285,0.3428,0.2857,0,0
12,335,"unknown",0,0,0,0,0,0.6,0.3125,1,0
12,335,"podcast",0,0,0,0,0,0.5555,0.3888,0,0
12,342,"unknown",0,0,0,0,0,0.3,0.3863,1,1
1,322,"unknown",0,0,0,0,0,0.58,0.35,0,0
12,339,"friends/family",0,0,0,0,0,0.275,0.3125,1,1
11,358,"facebook",0,0,0,0,0.1142,0.3285,0.3928,0,0
12,343,"friends/family",0,0,0,0,0.1846,0.1384,0.3461,1,0
1,320,"unknown",127,0,0,0,0.1666,0.1166,0.1666,1,0
12,337,"podcast",29,281,0,0,0.1642,0.4285,0.3392,0,1
12,334,"radio",139,0,0,0,0.0666,0.5666,0.4166,0,1
12,340,"friends/family",0,0,0,0,0.0285,0.3428,0.4285,0,0
12,342,"friends/family",0,203,0,0,0.0384,0.2769,0.3076,1,1
12,326,"youtube",0,0,0,0,0.16,0.36,0.35,0,0
12,355,"google",68,0,0,0,0.2888,0.2444,0.3888,0,0
12,328,"youtube",0,0,0,0,0,0.35,0.125,0,0
12,339,"podcast",19,22,0,0,0.075,0.325,0.2916,1,1
1,322,"unknown",0,0,0,0,0,0.7333,0.3333,0,0
11,364,"friends/family",7,52,0,0,0,0.35,0.375,0,1
12,344,"podcast",0,0,0,0,0,0.325,0.3125,0,0
11,362,"unknown",0,0,0,0,0,0.5,0.2083,0,0
11,357,"podcast",0,0,0,0,0.2,0.24,0.3,0,0
12,351,"podcast",44,56,123,119,0.2228,0.4457,0.2857,1,1
12,327,"friends/family",21,0,0,0,0.0117,0.6,0.3529,0,0
1,321,"unknown",0,0,0,0,0,0.8,0.5,0,0
12,345,"facebook",35,2,49,37,0.0723,0.4978,0.2765,1,1
11,362,"youtube",133,95,32,0,0.0105,0.3263,0.3421,0,1
12,356,"unknown",36,24,23,20,0.1038,0.373,0.2884,1,1
12,352,"unknown",23,0,0,69,0.0313,0.4641,0.3507,0,1
1,325,"youtube",0,0,0,0,0,0.4285,0.2142,0,0
12,353,"facebook",0,0,0,0,0,0.45,0.4375,0,0
12,353,"friends/family",0,0,0,0,0.125,0.2,0.25,0,0
11,365,"unknown",0,0,0,0,0,0.3,0.375,0,0
1,321,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,340,"facebook",123,0,0,0,0,0.15,0.375,0,0
12,327,"podcast",92,139,0,0,0.15,0.41,0.375,0,1
12,347,"facebook",1,0,4,88,0.0055,0.45,0.3888,1,1
12,327,"unknown",0,0,0,0,0,0.2571,0.2142,0,0
12,345,"blog",0,0,0,0,0,0.35,0.3333,1,0
11,359,"friends/family",0,0,0,0,0,0.5111,0.3333,0,0
12,338,"friends/family",0,0,0,0,0,0.35,0.3125,0,0
12,340,"radio",34,55,63,103,0.0412,0.419,0.3333,1,1
12,330,"unknown",93,0,0,0,0.0545,0.2363,0.2272,1,1
12,334,"youtube",111,0,0,0,0,0.7111,0.2777,0,0
12,331,"friends/family",0,0,0,0,0.1,0.35,0.25,1,0
12,328,"unknown",1,0,0,0,0,0.3142,0.0714,0,0
1,325,"unknown",0,0,0,0,0.1111,0.4666,0.3888,0,0
12,335,"unknown",11,0,0,0,0.2166,0.35,0.25,0,0
12,342,"podcast",7,16,15,23,0.0705,0.447,0.2941,1,1
1,324,"youtube",21,0,0,0,0,0.35,0.2083,1,0
12,335,"unknown",0,0,0,0,0.1142,0.5142,0.3571,0,0
12,340,"facebook",143,0,0,0,0.0058,0.4823,0.2647,0,1
1,323,"facebook",0,0,0,0,0,0.5714,0.4285,0,0
11,360,"friends/family",44,94,170,0,0.0666,0.3904,0.238,0,1
12,353,"youtube",0,0,0,0,0,0.325,0.375,0,0
12,347,"unknown",40,70,95,0,0.0606,0.4666,0.3181,1,1
12,351,"friends/family",0,0,0,0,0,0.375,0.375,0,0
12,344,"radio",224,0,0,0,0.1111,0.3666,0.2222,1,1
11,360,"youtube",0,0,0,0,0,0.6,0,0,0
12,352,"friends/family",45,0,0,0,0.05,0.375,0.2812,0,0
11,357,"friends/family",78,177,0,0,0,0.6666,0.4285,0,1
12,343,"facebook",64,0,0,0,0.025,0.25,0.125,0,0
12,328,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,340,"friends/family",0,0,0,0,0,0.55,0.1875,0,0
12,350,"friends/family",0,0,0,0,0,0.5714,0.4285,0,0
12,331,"friends/family",34,170,0,0,0.1894,0.3894,0.4473,0,0
12,346,"blog",69,0,0,0,0.1058,0.3411,0.3823,0,0
1,321,"friends/family",27,0,0,0,0.0363,0.4,0.1818,1,0
12,354,"unknown",71,273,0,0,0.074,0.274,0.3518,1,1
11,360,"facebook",0,0,0,0,0,0.65,0.375,0,0
12,342,"friends/family",0,0,0,0,0,0.24,0.4,0,0
11,362,"unknown",34,81,55,90,0,0.5866,0.3333,1,1
12,328,"youtube",0,0,0,0,0,0.35,0.125,0,0
12,346,"catalog/mailer",100,0,0,0,0.0588,0.3764,0.3235,1,1
12,339,"friends/family",23,43,24,0,0.09,0.385,0.275,1,1
1,322,"friends/family",20,0,0,0,0,0.6857,0.3214,0,0
12,348,"friends/family",0,0,0,0,0,0.5111,0.2777,0,0
12,343,"friends/family",0,0,0,0,0.1,0.35,0.375,0,0
12,339,"unknown",99,169,0,0,0.0571,0.6666,0.3809,0,1
12,331,"unknown",0,0,0,0,0.0222,0.3777,0.2222,1,0
12,329,"facebook",31,32,28,31,0.0342,0.38,0.2785,1,1
12,326,"podcast",0,0,0,0,0.0333,0.3,0.25,0,0
12,348,"facebook",97,0,0,0,0,0.3636,0.2727,1,0
12,326,"podcast",0,0,0,0,0,0.35,0.125,0,0
12,336,"facebook",0,0,0,0,0,0.7,0.5,0,0
1,325,"friends/family",0,0,0,0,0.2,0.2,0.25,0,0
12,326,"unknown",72,254,0,0,0,0.42,0.35,1,1
12,345,"friends/family",0,0,0,0,0,0.275,0.3125,1,0
12,344,"blog",0,0,0,0,0,0.3,0.25,0,0
12,343,"friends/family",0,0,0,0,0,0.65,0.5,0,0
12,330,"unknown",0,0,0,0,0,0.6571,0.4285,0,0
12,341,"friends/family",0,0,0,0,0,0.55,0.375,0,0
12,344,"youtube",0,0,0,0,0,0.4444,0.3333,0,0
12,348,"unknown",280,0,0,0,0,0.6285,0.3571,0,1
12,340,"facebook",30,184,0,0,0.2,0.38,0.35,0,0
12,345,"unknown",0,0,0,0,0,0.4,0.2857,1,0
12,328,"podcast",0,0,0,0,0,0.6,0.2,0,0
12,330,"friends/family",0,0,0,0,0.1142,0.5142,0.3571,0,0
12,350,"friends/family",0,0,0,0,0,0.6,0.3333,0,0
12,340,"friends/family",159,0,0,0,0,0.3272,0.3636,0,0
12,342,"unknown",36,32,37,7,0.05,0.3555,0.375,1,1
12,330,"friends/family",3,0,0,0,0.2166,0.2333,0.2916,0,0
12,337,"friends/family",0,0,0,0,0.1,0.275,0.3125,1,0
1,321,"youtube",59,102,91,0,0,0.625,0.3437,0,1
1,320,"youtube",29,14,55,0,0,0.4111,0.3055,0,1
12,351,"friends/family",0,0,0,0,0.125,0.2,0.3125,1,0
1,320,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,328,"unknown",15,149,0,0,0.1857,0.3571,0.1785,0,1
12,354,"friends/family",107,0,0,0,0.0434,0.4869,0.4565,0,1
11,358,"youtube",0,0,0,0,0.3666,0.2833,0.4166,0,0
1,320,"facebook",0,0,0,0,0.04,0.56,0.4,0,0
12,344,"podcast",0,0,0,0,0,0.275,0.3125,1,0
12,335,"friends/family",96,91,83,0,0,0.38,0.325,1,1
12,344,"unknown",0,0,0,0,0,0.275,0.3125,1,0
12,351,"youtube",23,12,27,129,0.0782,0.2869,0.3043,1,1
12,341,"radio",20,0,0,0,0,0.3466,0.3,1,1
11,366,"facebook",4,50,5,22,0.0439,0.4097,0.3414,1,1
1,321,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,329,"friends/family",0,0,0,0,0,0.525,0.3125,0,0
1,325,"podcast",3,0,0,0,0,0.6666,0.3333,0,0
12,351,"facebook",0,0,0,0,0,0.4285,0.3571,1,0
12,342,"youtube",320,0,0,0,0.125,0.3,0.375,1,1
12,339,"unknown",0,0,0,0,0,0.275,0.3125,1,0
12,326,"unknown",0,0,0,0,0.2,0.175,0.25,0,0
12,333,"friends/family",3,11,95,0,0.043,0.4676,0.3692,0,1
12,355,"unknown",73,67,85,60,0.0212,0.3148,0.3297,1,1
12,340,"friends/family",0,0,0,0,0.05,0.4,0.375,0,0
11,359,"unknown",0,0,0,0,0,0.35,0.25,0,0
11,366,"unknown",0,0,0,0,0.25,0.2,0.3125,0,0
1,321,"podcast",0,0,0,0,0.1625,0.4875,0.4062,0,0
12,333,"podcast",97,0,0,0,0.2111,0.3333,0.3333,1,0
12,331,"podcast",119,52,0,0,0.24,0.08,0.45,0,1
11,364,"unknown",0,0,0,0,0.0555,0.3444,0.3333,0,0
12,333,"friends/family",0,0,0,0,0.1333,0,0.0833,0,0
12,327,"unknown",17,8,9,0,0.05,0.5125,0.3125,1,1
11,366,"unknown",0,0,0,0,0,0.5333,0.3888,0,0
12,344,"friends/family",0,0,0,0,0,0.2,0.3571,0,0
12,336,"friends/family",0,0,0,0,0,0.3888,0.25,0,0
1,323,"friends/family",0,0,0,0,0,0.4571,0.25,0,0
