"mem_signup_month","num_days_as_member","acquisition_source","days_between_first_and_second_order","days_between_second_and_third_order","days_between_third_and_fourth_order","days_between_fourth_and_fifth_order","spicy_preference_index","sweet_preference_index","tart_preference_index","has_purchased_a_limited_edition_sku","has_spent_more_than_50_dollars"
12,332,"blog",26,0,0,0,0.0181,0.3636,0.3636,0,1
1,322,"catalog/mailer",42,19,25,42,0.0052,0.3684,0.3421,1,1
11,359,"unknown",0,0,0,0,0,0.4285,0.4285,0,0
12,327,"unknown",34,43,47,93,0.0936,0.5361,0.2659,0,1
1,325,"unknown",0,0,0,0,0,0.35,0.125,0,0
11,364,"youtube",0,0,0,0,0,0.1333,0.1666,0,0
12,327,"podcast",44,41,45,84,0.0682,0.4536,0.378,0,1
12,352,"facebook",0,0,0,0,0,0.05,0.25,0,0
1,323,"blog",45,124,0,0,0.05,0.6,0.25,1,1
12,356,"facebook",215,14,0,0,0.0964,0.4321,0.2767,0,1
11,359,"friends/family",0,0,0,0,0.125,0.3,0.4375,0,0
11,363,"friends/family",0,0,0,0,0.2857,0.0571,0.3571,1,0
12,337,"facebook",55,0,0,0,0,0.5333,0.4444,0,1
12,355,"unknown",0,0,0,0,0,0.4,0.25,0,0
11,359,"friends/family",95,0,0,0,0,0.2333,0.25,0,1
12,329,"podcast",0,0,0,0,0.0222,0.2,0.2222,1,0
1,320,"unknown",37,35,55,71,0.1215,0.4156,0.3235,0,1
12,351,"friends/family",3,0,0,0,0.0666,0.3166,0.375,0,0
12,328,"friends/family",0,0,0,0,0,0.2444,0.2777,0,0
1,323,"unknown",0,0,0,0,0,0.425,0.3125,0,0
12,345,"friends/family",91,0,0,0,0,0.4545,0.4545,0,0
12,352,"podcast",42,21,43,38,0.0186,0.4976,0.372,0,1
12,348,"friends/family",0,0,0,0,0,0.4444,0.3888,0,0
12,343,"friends/family",0,0,0,0,0,0.275,0.3125,1,0
12,342,"blog",140,0,0,0,0,0.6533,0.4333,0,0
12,332,"podcast",16,14,19,65,0.026,0.4782,0.2934,1,1
12,329,"podcast",0,0,0,0,0,0.4,0.3,1,0
12,339,"friends/family",0,0,0,0,0,0.3666,0.1666,0,0
12,340,"unknown",19,14,0,0,0.009,0.3909,0.2954,0,1
12,350,"unknown",0,0,0,0,0,0.3333,0.25,0,0
12,343,"unknown",0,0,0,0,0.24,0.32,0.4,0,0
1,320,"unknown",9,15,0,0,0.0312,0.3375,0.2968,1,1
11,358,"unknown",107,35,0,0,0.1157,0.2526,0.3947,0,1
12,340,"blog",46,148,0,0,0.0444,0.3888,0.3888,0,1
11,358,"radio",0,0,0,0,0,0.45,0.3125,0,0
12,329,"podcast",0,0,0,0,0.0727,0.3272,0.3181,0,0
12,326,"podcast",34,17,31,15,0.2982,0.2842,0.2105,1,1
12,329,"youtube",260,0,0,0,0.0166,0.3,0.375,0,1
12,355,"unknown",136,0,0,0,0.2588,0.1647,0.2647,1,0
12,339,"podcast",21,69,161,0,0.0684,0.321,0.3421,1,1
12,336,"friends/family",0,0,0,0,0,0.5,0.375,0,0
12,356,"podcast",63,35,115,128,0.1241,0.4137,0.3275,1,1
11,360,"unknown",0,0,0,0,0,0.35,0.25,0,0
12,350,"facebook",0,0,0,0,0,0.4,0.3571,0,0
12,342,"unknown",0,0,0,0,0,0.275,0.3125,1,0
12,351,"youtube",214,0,0,0,0.1176,0.2117,0.2647,1,1
1,325,"podcast",0,0,0,0,0,0.2,0.25,0,0
1,321,"friends/family",0,0,0,0,0,0.35,0.125,0,0
11,361,"unknown",0,0,0,0,0.2307,0.1692,0.2692,1,0
12,350,"podcast",91,0,0,0,0.0588,0.5058,0.3529,0,0
12,345,"unknown",91,0,0,0,0.0769,0.3692,0.3846,1,0
12,355,"facebook",47,16,26,55,0.0068,0.4758,0.3448,0,1
12,328,"unknown",31,77,81,104,0,0.5904,0.3095,0,1
1,323,"youtube",30,98,23,0,0.027,0.4,0.3513,1,1
12,345,"unknown",0,0,0,0,0,0.32,0.3,0,0
11,357,"friends/family",29,43,55,128,0.0205,0.5076,0.3333,0,1
12,355,"unknown",63,0,0,0,0.0555,0.1777,0.1944,0,1
12,341,"unknown",273,0,0,0,0.0769,0.4,0.2692,1,0
12,339,"podcast",9,28,0,0,0.0322,0.4838,0.3064,1,1
1,320,"catalog/mailer",0,0,0,0,0.1142,0.3142,0.2857,0,0
11,361,"podcast",0,0,0,0,0,0.35,0.25,0,0
12,352,"friends/family",0,0,0,0,0,0.45,0.375,0,0
1,322,"unknown",0,0,0,0,0.1,0.45,0.25,0,0
11,359,"facebook",0,0,0,0,0.1,0.1,0.3125,0,0
12,338,"unknown",0,0,0,0,0.0833,0.4,0.25,0,0
12,342,"youtube",82,80,101,0,0.0687,0.4687,0.2968,1,1
11,358,"youtube",29,190,58,0,0.0538,0.4,0.2692,0,1
12,348,"friends/family",0,0,0,0,0,0.3714,0.4285,1,0
12,337,"youtube",24,7,18,13,0.0488,0.3155,0.2666,0,1
12,350,"friends/family",0,0,0,0,0,0.5428,0.4285,0,0
1,322,"podcast",15,69,0,0,0.05,0.475,0.3541,0,1
12,337,"youtube",29,98,0,0,0.0083,0.3416,0.1875,0,1
1,322,"friends/family",0,0,0,0,0,0.275,0.25,0,0
12,342,"facebook",0,0,0,0,0.0222,0.4444,0.3333,0,0
12,341,"friends/family",0,0,0,0,0.3,0.05,0.5,0,0
12,344,"youtube",0,0,0,0,0,0.275,0.3125,1,0
11,358,"friends/family",7,1,10,0,0.025,0.3812,0.3281,0,1
11,363,"unknown",0,0,0,0,0,0.1333,0.25,0,0
12,339,"unknown",0,0,0,0,0,0.7,0.3125,0,0
12,345,"facebook",0,30,189,67,0.0083,0.4583,0.375,0,1
1,320,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,335,"podcast",0,0,0,0,0,0.4615,0.2692,0,0
11,359,"unknown",132,0,0,0,0.2,0.28,0.25,0,0
12,340,"podcast",37,0,0,0,0,0.4833,0.3333,0,0
1,323,"facebook",0,0,0,0,0,0.4,0,0,0
12,328,"podcast",49,28,28,111,0.0476,0.5523,0.4285,1,1
1,320,"unknown",158,0,0,0,0.04,0.24,0.2,0,0
12,328,"friends/family",161,0,0,0,0.2769,0.2307,0.423,1,0
12,355,"unknown",5,0,0,0,0.0714,0.3,0.3571,1,0
12,351,"youtube",0,0,0,0,0,0.2888,0.2777,0,0
11,357,"friends/family",0,0,0,0,0,0.5,0.375,0,0
11,362,"unknown",0,0,0,0,0.1111,0.2888,0.3333,1,0
11,358,"facebook",0,0,0,0,0.0888,0.2888,0.4444,0,0
12,328,"unknown",0,0,0,0,0.1333,0.2333,0.25,0,0
12,329,"youtube",160,107,30,0,0.175,0.355,0.3,1,1
12,350,"blog",0,0,0,0,0.1428,0.2,0.2857,0,0
1,321,"unknown",29,62,0,0,0.0857,0.3904,0.3095,0,1
11,361,"friends/family",49,21,0,0,0.025,0.275,0.25,0,0
12,341,"podcast",263,0,0,0,0,0.3894,0.2894,1,1
12,327,"friends/family",38,11,11,17,0.0109,0.5589,0.3356,1,1
11,357,"friends/family",35,51,68,23,0.004,0.388,0.37,0,1
12,336,"youtube",19,14,7,18,0.2142,0.3571,0.2857,0,1
12,327,"friends/family",0,0,0,0,0,0.5777,0.2777,0,0
1,321,"friends/family",25,0,0,0,0.0588,0.4117,0.3235,0,0
12,336,"friends/family",0,0,0,0,0,0.28,0.4,0,0
12,351,"youtube",42,42,21,63,0.1106,0.5106,0.3191,0,1
12,356,"google",105,33,37,141,0,0.5565,0.413,0,1
12,347,"friends/family",0,0,0,0,0,0.2333,0.0833,0,0
11,359,"podcast",0,0,0,0,0.1428,0.2857,0.5,0,0
12,337,"friends/family",0,0,0,0,0,0.5111,0.3333,0,0
12,343,"unknown",227,54,34,0,0,0.4833,0.2083,0,1
12,350,"unknown",32,17,0,0,0.024,0.36,0.38,1,1
1,322,"friends/family",0,0,0,0,0,0.4571,0.2142,0,0
12,327,"friends/family",323,0,0,0,0.0571,0.4,0.3571,0,0
12,326,"youtube",5,0,0,0,0.18,0.28,0.15,1,0
11,360,"unknown",36,0,0,0,0.1043,0.3913,0.3913,0,1
12,349,"friends/family",0,0,0,0,0,0.55,0.3125,0,0
1,325,"youtube",0,0,0,0,0.0333,0.3333,0.25,0,0
12,352,"friends/family",1,13,12,32,0.0918,0.4162,0.3513,1,1
1,320,"friends/family",0,6,28,0,0,0.4384,0.3461,0,1
12,348,"friends/family",0,0,0,0,0,0.2222,0.2777,0,0
1,324,"facebook",0,0,0,0,0.1142,0.4,0.2142,0,0
12,335,"unknown",0,0,0,0,0,0.8,0.4375,0,0
11,360,"youtube",110,0,0,0,0.1176,0.3764,0.2941,0,0
12,326,"friends/family",24,0,0,0,0.0117,0.447,0.2647,0,0
1,323,"catalog/mailer",104,0,0,0,0,0.35,0.3125,0,0
12,356,"friends/family",0,0,0,0,0,0.4222,0.3333,0,0
12,356,"unknown",49,16,40,28,0.0111,0.5365,0.3293,1,1
11,362,"friends/family",64,0,0,0,0,0.3375,0.3125,0,0
12,355,"google",0,0,0,0,0.125,0.2,0.3125,1,0
12,328,"podcast",33,20,59,51,0.0452,0.3433,0.3396,1,1
12,349,"unknown",57,0,0,0,0,0.4266,0.4,0,0
1,320,"catalog/mailer",12,51,90,27,0.1375,0.3906,0.3125,1,1
12,346,"unknown",315,0,0,0,0.0666,0.4102,0.3333,1,1
12,332,"podcast",0,0,0,0,0,0.35,0.125,0,0
12,344,"friends/family",0,0,0,0,0,0.6571,0.3571,0,0
12,339,"facebook",0,0,0,0,0.0285,0.2571,0.2142,0,0
12,348,"friends/family",76,26,0,0,0,0.2375,0.2812,0,1
1,322,"friends/family",121,0,0,0,0,0.46,0.2,0,0
11,361,"friends/family",111,67,98,41,0.0266,0.3533,0.3833,0,1
12,327,"podcast",2,48,267,0,0.0222,0.4888,0.2916,1,1
1,322,"unknown",0,0,0,0,0.0285,0.0285,0.2142,0,0
12,330,"youtube",52,14,14,13,0.0528,0.5839,0.3103,0,1
12,337,"friends/family",1,11,13,39,0.1391,0.3782,0.3478,0,1
12,333,"podcast",43,21,26,146,0.021,0.4842,0.3947,1,1
1,325,"friends/family",151,0,0,0,0,0.2909,0.0909,1,0
12,348,"youtube",0,0,0,0,0.1,0.375,0.4375,0,0
12,354,"google",42,0,0,0,0.0666,0.32,0.3,1,1
11,358,"friends/family",0,0,0,0,0,0.2857,0.4285,0,0
12,327,"podcast",93,71,35,121,0.24,0.2618,0.309,1,1
12,344,"radio",0,0,0,0,0,0.275,0.3125,1,0
12,328,"facebook",35,36,27,62,0,0.6102,0.3846,1,1
11,362,"unknown",114,0,0,0,0,0.4153,0.3076,0,0
11,365,"podcast",38,0,0,0,0.1238,0.4857,0.3333,0,1
11,361,"unknown",33,48,19,11,0.0136,0.3386,0.3352,0,1
12,326,"youtube",251,0,0,0,0.0153,0.6769,0.3076,0,1
12,326,"friends/family",0,0,0,0,0.1,0.325,0.375,0,0
1,321,"friends/family",0,0,0,0,0.1,0.325,0.25,0,0
12,336,"unknown",0,33,10,29,0,0.6827,0.3793,0,1
12,347,"friends/family",49,0,0,0,0,0.6714,0.3571,0,0
12,343,"radio",0,0,0,0,0,0.2444,0.3333,1,0
12,351,"youtube",5,0,0,0,0.0833,0.3333,0.3333,1,0
12,354,"friends/family",1,2,127,86,0.0186,0.5255,0.3604,0,1
1,323,"friends/family",68,0,0,0,0.2666,0.5333,0,0,0
12,340,"friends/family",43,0,0,0,0.025,0.35,0.25,0,0
11,357,"unknown",251,0,0,0,0.3142,0.2428,0.3571,0,1
12,343,"facebook",0,0,0,0,0.0769,0.3846,0.3461,0,0
12,328,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,348,"unknown",6,3,53,0,0.0074,0.5481,0.3333,0,1
12,339,"unknown",53,115,0,0,0.0307,0.4307,0.3461,1,1
12,335,"friends/family",0,0,0,0,0,0.3142,0.1428,0,0
12,341,"unknown",223,0,0,0,0,0.6,0.4,0,0
12,353,"youtube",0,0,0,0,0,0.4444,0.3888,0,0
12,335,"unknown",90,58,74,30,0.0585,0.3853,0.3414,1,1
12,353,"unknown",0,0,0,0,0,0.8333,0.4166,0,0
1,321,"catalog/mailer",33,28,34,35,0.196,0.36,0.34,1,1
12,327,"facebook",73,2,0,0,0.1,0.4615,0.3269,0,0
12,355,"facebook",0,0,0,0,0,0.3111,0.3888,0,0
12,328,"unknown",0,0,0,0,0,0.48,0.3,0,0
12,334,"unknown",27,40,16,14,0.1225,0.3913,0.2903,1,1
12,327,"unknown",0,0,0,0,0,0.2,0.3,0,0
12,332,"friends/family",18,0,0,0,0.0533,0.3466,0.4,0,0
1,325,"friends/family",102,160,33,0,0,0.6842,0.2105,1,1
12,338,"unknown",31,21,28,23,0.0941,0.3941,0.3676,0,1
1,321,"unknown",7,7,5,8,0.0347,0.426,0.3478,0,1
12,356,"unknown",0,0,0,0,0,0.35,0.125,0,0
1,323,"podcast",0,0,0,0,0,0.3428,0.4285,0,0
12,352,"friends/family",0,0,0,0,0,0.3,0.25,0,0
11,358,"unknown",35,41,0,0,0.1333,0.2095,0.2857,1,1
12,327,"friends/family",0,0,0,0,0,0.3111,0.2222,0,0
11,359,"friends/family",0,0,0,0,0.1428,0.2285,0.4285,0,0
12,348,"friends/family",166,0,0,0,0.0454,0.3363,0.3863,0,0
12,327,"unknown",194,0,0,0,0,0.3466,0.3333,0,0
12,348,"unknown",342,0,0,0,0,0.6,0.3333,1,0
11,360,"unknown",31,49,29,87,0.0549,0.3882,0.3137,1,1
12,355,"facebook",93,12,0,0,0.075,0.125,0.375,0,1
1,322,"friends/family",0,0,0,0,0,0.2,0.25,0,0
1,324,"youtube",32,0,35,35,0.0727,0.3636,0.1818,0,0
11,364,"friends/family",35,43,48,126,0.175,0.3562,0.3281,0,1
12,349,"unknown",80,120,23,0,0,0.3428,0.3571,1,1
12,339,"unknown",46,34,0,0,0.0086,0.4434,0.3913,0,1
12,329,"unknown",38,59,66,0,0.15,0.4562,0.3593,0,1
12,352,"friends/family",172,79,98,0,0.241,0.2205,0.3974,0,1
12,334,"facebook",0,0,0,0,0,0.7714,0.3571,0,0
1,320,"catalog/mailer",0,0,0,0,0.1333,0.219,0.3333,0,1
12,349,"youtube",165,0,0,0,0.0833,0.4,0.3333,1,0
12,336,"friends/family",0,0,0,0,0,0.3333,0.2777,0,0
12,327,"unknown",0,0,0,0,0.0222,0.5111,0.2222,0,0
12,353,"facebook",0,1,2,2,0.0833,0.28,0.3416,1,1
12,345,"unknown",0,0,0,0,0,0.4066,0.3833,0,1
12,356,"unknown",0,0,0,0,0.1333,0.2666,0.4166,0,0
12,331,"unknown",0,0,0,0,0.45,0.45,0.5,0,0
12,352,"friends/family",0,0,0,0,0,0.2,0.25,0,0
12,327,"friends/family",0,172,0,0,0.0888,0.4888,0.3055,0,1
11,358,"unknown",0,0,0,0,0,0.2888,0.2222,1,0
12,345,"friends/family",0,0,0,0,0,0.2666,0.2777,0,0
12,340,"friends/family",58,136,61,0,0.1217,0.3304,0.413,1,1
1,322,"podcast",15,22,0,0,0.0461,0.3846,0.3076,0,1
1,323,"friends/family",0,0,0,0,0.0888,0.2222,0.3888,0,0
12,349,"friends/family",0,0,0,0,0,0.575,0.375,0,0
11,358,"podcast",100,192,0,0,0.288,0.312,0.34,0,1
12,329,"podcast",19,0,0,0,0.04,0.44,0.3,1,1
12,336,"friends/family",0,0,0,0,0.2,0.225,0.375,0,0
12,346,"unknown",0,0,0,0,0,0.575,0.4375,0,0
12,344,"unknown",0,0,0,0,0,0.35,0.375,0,0
12,348,"unknown",8,28,28,144,0.0137,0.3379,0.362,0,1
12,348,"facebook",0,0,0,0,0,0.22,0.3,0,0
12,349,"friends/family",0,0,0,0,0,0.2888,0.3888,0,0
12,356,"podcast",292,0,0,0,0.1473,0.1263,0.1842,1,1
12,351,"unknown",1,2,4,0,0.0571,0.1857,0.1428,0,1
12,351,"facebook",0,0,0,0,0,0.6,0.2857,0,0
12,341,"friends/family",0,0,0,0,0.1111,0.4,0.5,0,0
11,357,"unknown",0,0,0,0,0.3333,0.1333,0.5,0,0
12,347,"podcast",0,0,0,0,0.1285,0.3571,0.2857,0,1
12,352,"friends/family",0,0,0,0,0.125,0.2,0.3125,1,0
11,366,"podcast",14,232,0,0,0.0516,0.3161,0.387,0,1
12,341,"blog",0,0,0,0,0.1111,0.0222,0.3333,1,0
11,362,"podcast",0,0,0,0,0,0.3111,0.3333,0,0
1,325,"catalog/mailer",23,14,107,40,0.024,0.416,0.37,0,1
11,358,"unknown",0,0,0,0,0.2857,0.2857,0.3571,0,0
12,339,"youtube",0,0,0,0,0,0.275,0.3125,1,0
12,334,"friends/family",0,0,0,0,0.2285,0.3428,0.2857,0,0
12,348,"facebook",1,1,6,1,0.0344,0.3586,0.3103,1,1
12,328,"unknown",0,0,0,0,0.1333,0.3,0.25,0,0
12,334,"unknown",35,0,0,0,0,0.3285,0.2857,0,0
12,328,"friends/family",0,0,0,0,0,0.5777,0.2777,0,0
11,362,"podcast",182,0,0,0,0.2166,0.25,0.1666,0,0
12,348,"friends/family",71,0,0,0,0.1809,0.3142,0.3095,1,1
1,321,"unknown",0,0,0,0,0,0.35,0.125,0,0
11,362,"unknown",234,30,0,0,0.1125,0.475,0.2187,0,0
12,352,"facebook",31,47,42,32,0.0093,0.4697,0.3604,0,1
12,342,"friends/family",0,0,0,0,0.2,0.15,0.25,0,0
1,321,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,351,"podcast",71,35,127,0,0.0625,0.1125,0.4062,0,1
12,345,"unknown",0,0,0,0,0,0.275,0.3125,1,0
12,343,"facebook",0,0,0,0,0,0.275,0.3125,1,0
11,364,"unknown",0,0,0,0,0,0.35,0.125,0,0
1,321,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,336,"facebook",0,8,8,0,0.0476,0.4,0.2619,1,1
12,334,"unknown",0,0,0,0,0.18,0.38,0.25,0,1
1,321,"unknown",0,0,0,0,0,0.4,0.1875,0,0
1,324,"friends/family",0,0,0,0,0.1142,0.4,0.4285,0,0
1,321,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,349,"friends/family",0,0,0,0,0.125,0.175,0.3125,1,0
1,322,"podcast",0,0,0,0,0.1,0.375,0.375,0,0
12,342,"friends/family",0,0,0,0,0,0,0.5,0,0
12,333,"friends/family",0,0,0,0,0.2888,0.0666,0.2222,0,0
12,352,"unknown",0,0,0,0,0,0.6,0.3571,0,0
1,321,"unknown",56,42,178,0,0.18,0.34,0.375,0,1
11,362,"friends/family",0,0,0,0,0,0.24,0.4,0,0
12,327,"unknown",0,0,0,0,0.1,0.375,0.375,0,0
12,345,"podcast",0,0,0,0,0,0.3333,0.4,1,0
11,360,"unknown",17,52,253,0,0.1652,0.2347,0.3043,1,1
1,320,"facebook",30,158,0,0,0.0833,0.4666,0.3541,0,1
12,328,"facebook",82,0,0,0,0.025,0.3375,0.3125,0,0
12,342,"friends/family",21,0,0,0,0.1142,0.1857,0.25,0,0
11,357,"youtube",0,0,0,0,0.125,0.2,0.3125,1,0
12,342,"friends/family",0,0,0,0,0.125,0.2,0.3125,0,0
12,341,"friends/family",0,0,0,0,0.025,0.4,0.3125,0,0
11,359,"friends/family",0,0,0,0,0.1058,0.2235,0.3529,0,1
12,341,"friends/family",0,0,0,0,0.04,0.16,0.2,0,0
11,358,"friends/family",0,0,0,0,0,0.225,0.3125,0,0
12,346,"catalog/mailer",0,0,0,0,0.0615,0.2153,0.3076,0,0
12,354,"unknown",179,0,0,0,0.13,0.25,0.375,1,1
1,321,"unknown",0,0,0,0,0,0.3,0.125,1,0
12,350,"facebook",0,0,0,0,0.0888,0.3555,0.3333,0,0
12,355,"friends/family",69,0,0,0,0.0666,0.4333,0.3333,0,0
12,340,"friends/family",0,0,0,0,0.0095,0.4952,0.3333,1,0
11,358,"blog",36,154,0,0,0.0416,0.3333,0.3125,0,1
11,358,"unknown",0,0,0,0,0,0.2833,0.3333,1,0
11,358,"friends/family",0,0,0,0,0,0.6,0.4166,0,0
12,356,"unknown",0,0,0,0,0.1636,0.2363,0.3181,1,0
1,321,"podcast",12,16,40,0,0.0833,0.3666,0.3333,0,1
12,328,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,350,"friends/family",23,17,61,80,0,0.4904,0.3333,0,1
1,321,"friends/family",0,22,0,0,0.0916,0.375,0.2708,0,1
12,338,"podcast",0,0,0,0,0.2,0.4,0.25,0,0
12,347,"facebook",0,0,0,0,0,0.2727,0.3181,1,0
12,330,"unknown",0,0,0,0,0.0363,0.509,0.3409,1,1
12,336,"blog",0,0,0,0,0.1,0.275,0.25,1,0
12,331,"friends/family",0,0,0,0,0.1333,0.2666,0.1666,1,0
12,330,"podcast",0,0,0,0,0.0533,0.4666,0.2666,1,0
11,357,"unknown",166,123,0,0,0,0.2105,0.3947,0,1
1,321,"catalog/mailer",0,0,0,0,0,0.4888,0.2777,0,0
1,322,"catalog/mailer",77,34,114,58,0,0.5538,0.3461,1,1
1,323,"blog",0,0,0,0,0,0.42,0.35,0,0
1,320,"catalog/mailer",46,146,0,0,0.1028,0.4228,0.3142,0,1
12,353,"friends/family",7,36,17,98,0.0326,0.4326,0.3367,1,1
12,339,"friends/family",31,34,0,0,0,0.4727,0.2727,0,1
12,346,"friends/family",0,0,0,0,0,0.275,0.3125,1,0
12,342,"facebook",0,0,0,0,0,0.35,0.125,0,0
12,342,"friends/family",0,0,0,0,0.2,0.4,0.375,0,0
12,355,"podcast",126,0,0,0,0,0.425,0.3125,0,1
12,343,"friends/family",54,0,0,0,0.0909,0.5454,0.4545,0,0
12,336,"friends/family",0,0,0,0,0.1777,0.3777,0.4444,0,0
12,348,"friends/family",0,0,0,0,0,0.4,0.375,0,0
12,354,"unknown",38,0,0,0,0,0.39,0.275,1,0
12,335,"friends/family",119,0,0,0,0.2666,0.3333,0.2777,0,0
1,324,"podcast",39,48,0,0,0.0307,0.2923,0.3076,1,1
12,349,"unknown",0,0,0,0,0.0421,0.3263,0.3684,1,0
1,324,"youtube",33,50,0,0,0.1894,0.3157,0.3684,0,1
12,339,"unknown",0,0,0,0,0.0476,0.419,0.3809,0,1
12,337,"facebook",93,0,0,0,0.0571,0.1714,0.3928,0,0
11,366,"unknown",0,0,0,0,0.2,0.4,0.4,0,0
12,355,"podcast",290,0,0,0,0.1571,0.3428,0.3571,0,1
1,323,"unknown",0,0,0,0,0,0.4,0.2142,0,0
12,353,"podcast",307,15,0,0,0.1652,0.3304,0.326,1,1
12,338,"friends/family",0,0,0,0,0,0.3142,0.2142,0,0
12,336,"podcast",0,0,0,0,0.1058,0.2823,0.2058,1,0
12,330,"friends/family",32,0,0,0,0,0.6,0.3333,0,0
11,357,"friends/family",0,0,0,0,0,0.36,0.4,0,0
1,321,"friends/family",0,0,0,0,0.0285,0.5428,0.3571,0,0
12,328,"radio",28,34,33,73,0.0277,0.6333,0.3333,1,1
12,353,"facebook",351,0,0,0,0.0923,0.2923,0.2692,1,0
1,322,"unknown",0,0,0,0,0,0.35,0.125,0,0
1,323,"friends/family",0,0,0,0,0.0727,0.2363,0.3636,1,0
1,321,"unknown",121,0,0,0,0,0.5111,0.2777,0,1
11,362,"podcast",0,0,0,0,0.0666,0.28,0.3,1,0
1,322,"unknown",65,0,0,0,0,0.5384,0.4615,0,1
12,335,"friends/family",0,0,0,0,0,0.2666,0.25,0,0
12,353,"friends/family",0,0,0,0,0.125,0.2,0.3125,1,0
12,338,"unknown",52,0,0,0,0,0.309,0.2272,0,0
11,359,"podcast",0,0,0,0,0.25,0.2,0.3125,0,0
12,326,"youtube",0,0,0,0,0,0.5777,0.3888,1,0
12,355,"unknown",131,121,88,0,0,0.5257,0.3571,0,1
12,339,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,337,"facebook",1,30,112,38,0.1703,0.3296,0.324,1,1
12,332,"unknown",0,0,0,0,0,0.4666,0.3333,0,0
1,321,"unknown",14,0,0,0,0,0.3333,0.2222,0,0
12,354,"unknown",12,0,0,0,0.1066,0.2933,0.3,0,0
12,342,"facebook",15,8,11,90,0.1586,0.328,0.2966,1,1
12,353,"friends/family",0,0,0,0,0,0.2333,0.3333,0,0
12,346,"unknown",0,0,0,0,0.1142,0.4285,0.5,0,0
1,325,"podcast",18,0,0,0,0,0.575,0.3125,0,0
12,326,"friends/family",284,0,0,0,0.025,0.45,0.25,0,0
1,322,"catalog/mailer",2,5,10,7,0.0694,0.4027,0.3472,1,1
1,325,"youtube",0,0,0,0,0,0.3,0.125,0,0
12,350,"friends/family",0,0,0,0,0.125,0.175,0.3125,1,0
12,332,"facebook",0,0,0,0,0.1,0.12,0.3,0,0
12,341,"unknown",0,0,0,0,0.0285,0.2285,0.2857,0,0
12,351,"friends/family",0,0,0,0,0,0.12,0.3,1,0
1,323,"unknown",130,155,0,0,0.0333,0.6333,0.4375,1,1
12,356,"mailer",0,0,0,0,0,0.2666,0.3333,0,0
11,360,"facebook",0,0,0,0,0.1333,0.1666,0.3333,0,0
11,357,"blog",4,0,2,2,0.0186,0.5441,0.3255,0,1
12,340,"unknown",0,0,0,0,0,0.2857,0.2142,0,0
12,342,"friends/family",0,0,0,0,0.05,0.45,0.25,0,0
12,327,"facebook",15,0,0,0,0,0.3888,0.2222,1,1
12,331,"unknown",64,132,113,0,0.05,0.48,0.225,1,1
12,352,"friends/family",291,0,0,0,0.1571,0.3,0.3214,1,1
11,359,"facebook",0,0,0,0,0.2666,0.2,0.5,0,0
12,355,"unknown",0,0,0,0,0,0.35,0.125,0,0
11,358,"unknown",0,0,0,0,0.125,0.325,0.375,0,0
11,358,"unknown",0,168,0,0,0.05,0.47,0.35,0,1
12,327,"youtube",0,0,0,0,0,0.25,0.1875,1,0
1,320,"youtube",52,250,0,0,0.0777,0.4444,0.3888,1,1
12,349,"facebook",0,0,0,0,0.125,0.175,0.3125,1,0
1,320,"unknown",187,0,0,0,0,0.56,0.3666,0,0
11,361,"unknown",111,110,28,59,0.0222,0.4722,0.2361,0,1
12,326,"youtube",0,0,0,0,0.025,0.4,0.375,0,0
12,354,"friends/family",0,0,0,0,0.0888,0.2,0.3333,0,0
12,343,"facebook",0,0,0,0,0,0.5777,0.4444,0,0
12,354,"unknown",36,27,52,214,0.0588,0.2529,0.2941,1,1
12,352,"facebook",0,0,0,0,0.2,0.1555,0.3888,0,0
12,327,"friends/family",0,0,0,0,0.16,0.48,0.3,0,0
1,322,"friends/family",124,0,0,0,0,0.2285,0.2857,0,0
12,328,"unknown",202,0,0,0,0.1157,0.3473,0.2368,0,1
1,324,"unknown",12,3,41,25,0,0.5054,0.3636,0,1
12,335,"unknown",16,6,80,0,0.0666,0.4733,0.3833,0,1
12,332,"friends/family",0,0,0,0,0.1,0.35,0.25,1,0
12,342,"friends/family",0,0,0,0,0,0.4,0.2,0,0
12,327,"unknown",0,0,0,0,0.1,0.375,0.375,0,0
1,321,"unknown",0,0,0,0,0,0.35,0.125,0,0
12,336,"friends/family",0,0,0,0,0,0.6222,0.4444,0,0
12,348,"unknown",27,36,115,68,0.1533,0.3733,0.2333,0,1
11,366,"unknown",64,49,0,0,0.1523,0.2095,0.3333,0,1
12,341,"podcast",11,54,0,0,0.019,0.219,0.1904,1,1
12,337,"unknown",0,0,0,0,0,0.6222,0.3888,0,0
12,349,"friends/family",313,0,0,0,0.25,0.225,0.125,0,0
12,354,"unknown",0,0,0,0,0.0307,0.4,0.3076,0,1
1,322,"friends/family",0,0,0,0,0.0285,0.4285,0.3571,0,0
1,322,"facebook",15,117,34,30,0.0242,0.4666,0.3181,0,1
12,326,"unknown",0,0,0,0,0,0.6,0.3,0,0
11,359,"unknown",103,0,0,0,0,0.275,0.25,0,0
